Description	Resource	Path	Location	Type
(MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "REG" is used as an operand of # or ##.	Bit_Math.h	/Mega_Project/GeneralFunctions	line 41	C/C++ Problem
(MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "REG" is used as an operand of # or ##.	Bit_Math.h	/Mega_Project/GeneralFunctions	line 40	C/C++ Problem
(MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "Offset" is used as an operand of # or ##.	Bit_Math.h	/Mega_Project/GeneralFunctions	line 41	C/C++ Problem
(MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "num" is used as an operand of # or ##.	Bit_Math.h	/Mega_Project/GeneralFunctions	line 42	C/C++ Problem
(MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "BitNo" is used as an operand of # or ##.	Bit_Math.h	/Mega_Project/GeneralFunctions	line 42	C/C++ Problem
(MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "BitNo" is used as an operand of # or ##.	Bit_Math.h	/Mega_Project/GeneralFunctions	line 39	C/C++ Problem
(MISRA-C:2004 19.10/R) In the definition of a function-like macro each instance of a parameter shall be enclosed in parentheses unless it is used as the operand of # or ##. The compiler cannot determine if the parameter "BIT_NO" is used as an operand of # or ##.	Bit_Math.h	/Mega_Project/GeneralFunctions	line 40	C/C++ Problem
(MISRA-C:2004 19.1/A) #include statements in a file should only be preceded by other preprocessor directives or comments	Button.h	/Mega_Project/HAL/Button	line 26	C/C++ Problem
(MISRA-C:2004 16.5/R) Functions with no parameters shall be declared and defined with the parameter list void	Button.h	/Mega_Project/HAL/Button	line 28	C/C++ Problem
(MISRA-C:2004 16.5/R) Functions with no parameters shall be declared and defined with the parameter list void	Button.c	/Mega_Project/HAL/Button	line 13	C/C++ Problem
(MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	LCD.c	/Mega_Project/HAL/LCD	line 117	C/C++ Problem
(MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	LCD.c	/Mega_Project/HAL/LCD	line 96	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD.c	/Mega_Project/HAL/LCD	line 104	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Button.c	/Mega_Project/HAL/Button	line 29	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD.c	/Mega_Project/HAL/LCD	line 127	C/C++ Problem
(MISRA-C:2004 12.6/A) Expressions that are effectively Boolean should not be used in operations with expressions that are not effectively Boolean	tasks.c	/Mega_Project/APP	line 85	C/C++ Problem
(MISRA-C:2004 12.5/R) The operands of a logical && or || shall be primary-expressions	tasks.c	/Mega_Project/APP	line 182	C/C++ Problem
(MISRA-C:2004 12.5/R) The operands of a logical && or || shall be primary-expressions	tasks.c	/Mega_Project/APP	line 180	C/C++ Problem
(MISRA-C:2004 12.5/R) The operands of a logical && or || shall be primary-expressions	tasks.c	/Mega_Project/APP	line 169	C/C++ Problem
(MISRA-C:2004 12.5/R) The operands of a logical && or || shall be primary-expressions	tasks.c	/Mega_Project/APP	line 61	C/C++ Problem
(MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	LCD.c	/Mega_Project/HAL/LCD	line 140	C/C++ Problem
(MISRA-C:2004 12.5/R) The operands of a logical && or || shall be primary-expressions	tasks.c	/Mega_Project/APP	line 52	C/C++ Problem
(MISRA-C:2004 17.4/R) Array indexing shall be the only allowed form of pointer arithmetic	LCD.c	/Mega_Project/HAL/LCD	line 164	C/C++ Problem
(MISRA-C:2004 6.2/R) signed and unsigned char type shall be used only for the storage and use of numeric values	LCD.c	/Mega_Project/HAL/LCD	line 164	C/C++ Problem
(MISRA-C:2004 17.4/R) Array indexing shall be the only allowed form of pointer arithmetic	LCD.c	/Mega_Project/HAL/LCD	line 167	C/C++ Problem
(MISRA-C:2004 16.7/A) A pointer parameter in a function prototype should be declared as pointer to const if the pointer is not used to modify the addressed object ("Copy_ptr_u8StringCopy: const uint8_t *")	LCD.c	/Mega_Project/HAL/LCD	line 169	C/C++ Problem
(MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	LCD.c	/Mega_Project/HAL/LCD	line 176	C/C++ Problem
(MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	tasks.c	/Mega_Project/APP	line 182	C/C++ Problem
(MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	tasks.c	/Mega_Project/APP	line 180	C/C++ Problem
(MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	tasks.c	/Mega_Project/APP	line 169	C/C++ Problem
(MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	tasks.c	/Mega_Project/APP	line 61	C/C++ Problem
(MISRA-C:2004 12.1/A) Limited dependence should be placed on C's operator precedence rules in expressions	tasks.c	/Mega_Project/APP	line 52	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	LCD.c	/Mega_Project/HAL/LCD	line 127	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	LCD.c	/Mega_Project/HAL/LCD	line 104	C/C++ Problem
(MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Button.c	/Mega_Project/HAL/Button	line 29	C/C++ Problem
(MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	LCD.c	/Mega_Project/HAL/LCD	line 127	C/C++ Problem
(MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	LCD.c	/Mega_Project/HAL/LCD	line 104	C/C++ Problem
(MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	LCD.c	/Mega_Project/HAL/LCD	line 213	C/C++ Problem
(MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	LCD.c	/Mega_Project/HAL/LCD	line 217	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 155	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 125	C/C++ Problem
(MISRA-C:2004 12.6/A) Expressions that are effectively Boolean should not be used in operations with expressions that are not effectively Boolean	LCD.c	/Mega_Project/HAL/LCD	line 219	C/C++ Problem
(MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	LCD.c	/Mega_Project/HAL/LCD	line 219	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 122	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 116	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 114	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 47	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 45	C/C++ Problem
(MISRA-C:2004 12.6/A) Expressions that are effectively Boolean should not be used in operations with expressions that are not effectively Boolean	LCD.c	/Mega_Project/HAL/LCD	line 228	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 39	C/C++ Problem
(MISRA-C:2004 6.1/R) The plain char type shall be used only for the storage and use of character values	LCD.c	/Mega_Project/HAL/LCD	line 231	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	tasks.c	/Mega_Project/APP	line 36	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 50	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 51	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 52	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 53	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 62	C/C++ Problem
(MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is not constant and is a function argument	Motor.c	/Mega_Project/HAL/Motors	line 63	C/C++ Problem
